AA,1,Israel,Israel_Museum
AA,2,Israel,Israel_Museum
BB,270,Israel,Israel_Museum
BB,699,Israel,Israel_Museum
BB,334,Israel,Israel_Museum
BB,337,Israel,Israel_Museum
BB,497,Israel,Israel_Museum
AA,3,Israel,Israel_Museum
AA,4,Israel,Israel_Museum
AA,5,Israel,Israel_Museum
AA,6,Israel,Israel_Museum
AA,7,Israel,Israel_Museum
AA,8,Israel,Israel_Museum
AA,9,Israel,Israel_Museum
AA,10,Israel,Israel_Museum
AA,11,Israel,Israel_Museum
AA,12,Israel,Israel_Museum
AA,13,Israel,Israel_Museum
AA,14,Israel,Israel_Museum
AA,15,Israel,Israel_Museum
AA,16,Israel,Israel_Museum
BB,273,Israel,Israel_Museum
BB,349,Israel,Israel_Museum
BB,995,Israel,Israel_Museum
BB,195,Israel,Israel_Museum
BB,107,Israel,Israel_Museum
BB,189,Israel,Israel_Museum
BB,75,Israel,Israel_Museum
BB,860,Israel,Israel_Museum
BB,430,Israel,Israel_Museum
BB,911,Israel,Israel_Museum
BB,824,Israel,Israel_Museum
BB,570,Israel,Israel_Museum
BB,787,Israel,Israel_Museum
AA,17,Israel,Israel_Museum
AA,18,Israel,Israel_Museum
AA,19,Israel,Israel_Museum
AA,20,Israel,Israel_Museum
AA,21,Israel,Israel_Museum
AA,22,Israel,Israel_Museum
AA,23,Israel,Israel_Museum
AA,24,Israel,Israel_Museum
AA,25,Israel,Israel_Museum
AA,26,Israel,Israel_Museum
AA,27,Israel,Israel_Museum
AA,28,Israel,Israel_Museum
AA,29,Israel,Israel_Museum
AA,30,Israel,Israel_Museum
BB,700,Israel,Israel_Museum
BB,908,Israel,Israel_Museum
BB,145,Israel,Israel_Museum
BB,445,Israel,Israel_Museum
BB,667,Israel,Israel_Museum
BB,167,Israel,Israel_Museum
BB,296,Israel,Israel_Museum
BB,410,Israel,Israel_Museum
BB,544,Israel,Israel_Museum
BB,286,Israel,Israel_Museum
BB,121,Israel,Israel_Museum
BB,321,Israel,Israel_Museum
BB,656,Israel,Israel_Museum
BB,435,Israel,Israel_Museum
BB,483,Israel,Israel_Museum
BB,627,Israel,Israel_Museum
BB,622,Israel,Israel_Museum
BB,169,Israel,Israel_Museum
BB,535,Israel,Israel_Museum
BB,730,Israel,Israel_Museum
BB,518,Israel,Israel_Museum
BB,914,NewYork,Bugs Bunny
BB,684,NewYork,Bugs Bunny
BB,731,NewYork,Bugs Bunny
BB,969,NewYork,Bugs Bunny
BB,970,Chicago,Bart Simpson
BB,817,Chicago,Bart Simpson
BB,457,Chicago,Bart Simpson
BB,342,Chicago,Bart Simpson
BB,691,Chicago,Bart Simpson
BB,324,Chicago,Bart Simpson
BB,805,NewYork,Mickey Mouse
BB,801,NewYork,Mickey Mouse
BB,297,NewYork,Mickey Mouse
BB,673,NewYork,Mickey Mouse
BB,804,NewYork,Mickey Mouse
BB,434,Israel,Timon
BB,889,Israel,Timon
BB,909,Israel,Timon
BB,611,Israel,Timon
BB,208,Israel,Timon
BB,537,Israel,Timon
BB,624,Israel,Timon
BB,141,Israel,Timon
BB,632,Israel,Timon
BB,608,Israel,Timon
BB,923,Israel,Timon
BB,304,Israel,Timon
AA,31,Israel,Timon
AA,32,Israel,Timon
AA,33,Israel,Timon
